created_at,tweet_content,keyword,user_location,entities
2021-09-21 23:37:23,A FAZENDA DO BTS TA CRESCENDO,BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'vantehobic', 'name': 'alaska⁷៹❅ taetae apareceu', 'id': 1199486483033444352, 'id_str': '1199486483033444352', 'indices': [3, 14]}], 'symbols': []}"
2021-09-21 23:37:23,Eu sinto que perdi o rumo da vida KKKKKKKK tô aqui rachando com uma menina cacarejar as músicas do bts,BTS,sunki meus!!,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'Park_Jiminye', 'name': '𝑆𝑜𝑓𝑖𝑎⁷ 🍷', 'id': 1227240371966464000, 'id_str': '1227240371966464000', 'indices': [3, 16]}], 'symbols': []}"
2021-09-21 23:37:23,"Adivinha pq ? Adivinha quem foi q teve a cara estampada em todas as matérias com o título "" jungkook do bts e outros "", adivinha quem levou 99% da parcela de todo hate ? 
Num fode cacete o muleke apareceu tremendo na live pedindo desculpas e vocês queria q army achasse graça?",BTS,casa do namjoon,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'myglif', 'name': '͏͏ ͏ ͏ ͏͏ ͏ ͏ ͏', 'id': 1249809060611919872, 'id_str': '1249809060611919872', 'indices': [3, 10]}], 'symbols': []}"
2021-09-21 23:37:23,BTS usando aqueles pacotes de internet do Kwai é isso que dá,BTS,she¡her,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'catsjkk', 'name': 'Luka 🕷️ Pietro e eve day 🥳', 'id': 1405007050782953473, 'id_str': '1405007050782953473', 'indices': [3, 11]}], 'symbols': []}"
2021-09-21 23:37:23,"ver macho comendo: ❌

ver o BTS comendo: ✅",BTS,Paradise,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'cypherlostt', 'name': 'Arya⁷ 🪐', 'id': 1213256845977980928, 'id_str': '1213256845977980928', 'indices': [3, 15]}], 'symbols': []}"
2021-09-21 23:37:23,"de um lado tem um mlk repetindo ""bts"" sem parar e do outro uma pessoa cacarejando musicas deles, bts isso aqui está um CAOS voltem pelo amor de deus, isso não é meme é um pedido de SOCORRO",BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'btslovxly', 'name': 'carol⁷ MY UNIVERSE', 'id': 1013756145184407553, 'id_str': '1013756145184407553', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:24,O BTS EM UMA LIVE DE 47 SEGUNDOS TEVE MAIS ESPECTADORES QUE O VMAS,BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jeonswear', 'name': 'v(itoria) TAEHYUNG POSTOU SELCA', 'id': 934061706174754816, 'id_str': '934061706174754816', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:24,"bts no aeroporto, discurso na onu, perfomance de ptd nas ruas de NY, fotos sem parar dos meninos, selcas (até do taehyung milagre amém), muitas fotos ot7, megan se encontrando com eles....

armys com a de a gente tá vencendo muito!",BTS,"𝗞𝗢𝗢𝗖꩜𝗥𝗘 ★ ここに座ってあなたの近くにいて、 🗯️ あなたにキスしないのは難しい ##🥛 。 𝖻𝖺𝖾̼ 素晴らしい ␥ ֶָ֢֪
⠀","{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'stgmvante', 'name': 'mands ៹', 'id': 1201120316040368128, 'id_str': '1201120316040368128', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:25,quem apoia vaquinha digital pro bts pagar a conta de Internet ?,BTS,she/her ♡,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'sugacrap', 'name': ""morg.yoon's girlfriend"", 'id': 3003825317, 'id_str': '3003825317', 'indices': [3, 12]}], 'symbols': []}"
2021-09-21 23:37:25,"🎥 TH: Sim, porque estou sentado ao lado de pessoas que estão malhando nos meus ombros...

  @BTS_twt #BTS",BTS,None,"{'hashtags': [{'text': 'BTS', 'indices': [120, 124]}], 'urls': [], 'user_mentions': [{'screen_name': 'BTSNewsBrasil', 'name': 'Bangtan News Brasil ⟭⟬ ⁷', 'id': 746544525657706498, 'id_str': '746544525657706498', 'indices': [3, 17]}, {'screen_name': 'BTS_twt', 'name': '방탄소년단', 'id': 335141638, 'id_str': '335141638', 'indices': [111, 119]}], 'symbols': []}"
2021-09-21 23:37:26,"pra quem nao ta entendendo oque ta rolando, o james corden, fez um vídeo falando sobre o bts na ONU e soltou umas falar infelizes, dizendo que eles são ""visitas incomuns"" e fazendo uma 'piadinha' limitando armys em ""garotas de 15 anos"", como se o fandom ja nao fosse esteriótipado",BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'VANTEVlE', 'name': 'ؘhelô⁷', 'id': 1267706862377598985, 'id_str': '1267706862377598985', 'indices': [3, 12]}], 'symbols': []}"
